Item,Response,Participant,Group,Dimension
10,3,68,USA,Loyalty
11,3,69,USA,Authority
12,1,70,USA,Purity
13,4,71,USA,Care
14,3,72,USA,Equality
15,3,73,USA,Proportionality
16,4,74,USA,Loyalty
17,3,75,USA,Authority
18,4,76,USA,Purity
19,4,77,USA,Care
20,3,78,USA,Equality
21,3,79,USA,Proportionality
22,3,80,USA,Loyalty
23,3,81,USA,Authority
24,4,82,USA,Purity
25,4,83,USA,Care
26,3,84,USA,Equality
27,4,85,USA,Proportionality
28,3,86,USA,Loyalty
29,4,87,USA,Authority
30,3,88,USA,Purity
31,5,89,USA,Care
32,3,90,USA,Equality
33,3,91,USA,Proportionality
34,3,92,USA,Loyalty
35,3,93,USA,Authority
36,3,94,USA,Purity
1,3,95,USA,Care
2,3,96,USA,Equality
3,4,97,USA,Proportionality
4,2,98,USA,Loyalty
5,2,99,USA,Authority
6,1,100,USA,Purity
7,2,101,USA,Care
8,4,102,USA,Equality
9,4,103,USA,Proportionality
10,2,104,USA,Loyalty
11,1,105,USA,Authority
12,1,106,USA,Purity
13,5,107,USA,Care
14,3,108,USA,Equality
15,4,109,USA,Proportionality
16,3,110,USA,Loyalty
17,2,111,USA,Authority
18,1,112,USA,Purity
19,3,113,USA,Care
20,4,114,USA,Equality
21,4,115,USA,Proportionality
22,2,116,USA,Loyalty
23,2,117,USA,Authority
24,1,118,USA,Purity
25,5,119,USA,Care
26,2,120,USA,Equality
27,4,121,USA,Proportionality
28,3,122,USA,Loyalty
29,2,123,USA,Authority
30,2,124,USA,Purity
31,4,125,USA,Care
32,5,126,USA,Equality
33,5,127,USA,Proportionality
34,2,128,USA,Loyalty
35,5,129,USA,Authority
36,1,130,USA,Purity
1,5,131,USA,Care
2,1,132,USA,Equality
3,5,133,USA,Proportionality
4,5,134,USA,Loyalty
5,4,135,USA,Authority
6,3,136,USA,Purity
7,4,137,USA,Care
8,1,138,USA,Equality
9,5,139,USA,Proportionality
10,4,140,USA,Loyalty
11,2,141,USA,Authority
12,4,142,USA,Purity
13,4,143,USA,Care
14,5,144,USA,Equality
15,5,145,USA,Proportionality
16,5,146,USA,Loyalty
17,5,147,USA,Authority
18,5,148,USA,Purity
19,5,149,USA,Care
20,1,150,USA,Equality
21,5,151,USA,Proportionality
22,5,152,USA,Loyalty
23,5,153,USA,Authority
24,1,154,USA,Purity
25,5,155,USA,Care
26,1,156,USA,Equality
27,5,157,USA,Proportionality
28,5,158,USA,Loyalty
29,5,159,USA,Authority
30,3,160,USA,Purity
31,5,161,USA,Care
32,3,162,USA,Equality
33,5,163,USA,Proportionality
34,4,164,USA,Loyalty
35,4,165,USA,Authority
36,1,166,USA,Purity
1,5,167,USA,Care
2,1,168,USA,Equality
3,4,169,USA,Proportionality
4,1,170,USA,Loyalty
5,3,171,USA,Authority
6,4,172,USA,Purity
7,4,173,USA,Care
8,1,174,USA,Equality
9,2,175,USA,Proportionality
10,1,176,USA,Loyalty
11,2,177,USA,Authority
12,3,178,USA,Purity
13,5,179,USA,Care
14,1,180,USA,Equality
15,3,181,USA,Proportionality
16,1,182,USA,Loyalty
17,1,183,USA,Authority
18,1,184,USA,Purity
19,5,185,USA,Care
20,1,186,USA,Equality
21,4,187,USA,Proportionality
22,1,188,USA,Loyalty
23,5,189,USA,Authority
24,1,190,USA,Purity
25,5,191,USA,Care
26,3,192,USA,Equality
27,4,193,USA,Proportionality
28,1,194,USA,Loyalty
29,2,195,USA,Authority
30,1,196,USA,Purity
31,4,197,USA,Care
32,2,198,USA,Equality
33,5,199,USA,Proportionality
34,1,200,USA,Loyalty
35,3,201,USA,Authority
36,3,202,USA,Purity
1,5,203,USA,Care
2,5,204,USA,Equality
3,5,205,USA,Proportionality
4,5,206,USA,Loyalty
5,5,207,USA,Authority
6,5,208,USA,Purity
7,4,209,USA,Care
8,4,210,USA,Equality
9,5,211,USA,Proportionality
10,4,212,USA,Loyalty
11,5,213,USA,Authority
12,5,214,USA,Purity
13,4,215,USA,Care
14,5,216,USA,Equality
15,5,217,USA,Proportionality
16,5,218,USA,Loyalty
17,5,219,USA,Authority
18,3,220,USA,Purity
19,5,221,USA,Care
20,5,222,USA,Equality
21,4,223,USA,Proportionality
22,4,224,USA,Loyalty
23,5,225,USA,Authority
24,5,226,USA,Purity
25,5,227,USA,Care
26,4,228,USA,Equality
27,5,229,USA,Proportionality
28,5,230,USA,Loyalty
29,5,231,USA,Authority
30,4,232,USA,Purity
31,5,233,USA,Care
32,5,234,USA,Equality
33,4,235,USA,Proportionality
34,4,236,USA,Loyalty
35,5,237,USA,Authority
36,5,238,USA,Purity
1,5,239,USA,Care
2,1,240,USA,Equality
3,5,241,USA,Proportionality
4,5,242,USA,Loyalty
5,5,243,USA,Authority
6,5,244,USA,Purity
7,5,245,USA,Care
8,4,246,USA,Equality
9,5,247,USA,Proportionality
10,1,248,USA,Loyalty
11,5,249,USA,Authority
12,5,250,USA,Purity
13,5,251,USA,Care
14,1,252,USA,Equality
15,5,253,USA,Proportionality
16,5,254,USA,Loyalty
17,5,255,USA,Authority
18,5,256,USA,Purity
19,5,257,USA,Care
20,1,258,USA,Equality
21,5,259,USA,Proportionality
22,5,260,USA,Loyalty
23,5,261,USA,Authority
24,2,262,USA,Purity
25,5,263,USA,Care
26,5,264,USA,Equality
27,2,265,USA,Proportionality
28,5,266,USA,Loyalty
29,5,267,USA,Authority
30,3,268,USA,Purity
31,5,269,USA,Care
32,1,270,USA,Equality
33,5,271,USA,Proportionality
34,5,272,USA,Loyalty
35,5,273,USA,Authority
36,5,274,USA,Purity
1,3,275,USA,Care
2,4,276,USA,Equality
3,4,277,USA,Proportionality
4,4,278,USA,Loyalty
5,4,279,USA,Authority
6,4,280,USA,Purity
7,4,281,USA,Care
8,3,282,USA,Equality
9,3,283,USA,Proportionality
10,4,284,USA,Loyalty
11,3,285,USA,Authority
12,5,286,USA,Purity
13,3,287,USA,Care
14,3,288,USA,Equality
15,4,289,USA,Proportionality
16,3,290,USA,Loyalty
17,4,291,USA,Authority
18,3,292,USA,Purity
19,5,293,USA,Care
20,4,294,USA,Equality
21,4,295,USA,Proportionality
22,4,296,USA,Loyalty
23,2,297,USA,Authority
24,3,298,USA,Purity
25,3,299,USA,Care
26,3,300,USA,Equality
27,4,301,USA,Proportionality
28,5,302,USA,Loyalty
29,4,303,USA,Authority
30,2,304,USA,Purity
31,3,305,USA,Care
32,2,306,USA,Equality
33,3,307,USA,Proportionality
34,3,308,USA,Loyalty
35,2,309,USA,Authority
36,3,310,USA,Purity
1,5,311,USA,Care
2,5,312,USA,Equality
3,5,313,USA,Proportionality
4,5,314,USA,Loyalty
5,5,315,USA,Authority
6,4,316,USA,Purity
7,5,317,USA,Care
8,5,318,USA,Equality
9,5,319,USA,Proportionality
10,4,320,USA,Loyalty
11,5,321,USA,Authority
12,5,322,USA,Purity
13,5,323,USA,Care
14,4,324,USA,Equality
15,5,325,USA,Proportionality
16,5,326,USA,Loyalty
17,5,327,USA,Authority
18,4,328,USA,Purity
19,5,329,USA,Care
20,5,330,USA,Equality
21,5,331,USA,Proportionality
22,5,332,USA,Loyalty
23,4,333,USA,Authority
24,5,334,USA,Purity
25,5,335,USA,Care
26,4,336,USA,Equality
27,5,337,USA,Proportionality
28,5,338,USA,Loyalty
29,5,339,USA,Authority
30,4,340,USA,Purity
31,5,341,USA,Care
32,5,342,USA,Equality
33,5,343,USA,Proportionality
34,4,344,USA,Loyalty
35,5,345,USA,Authority
36,5,346,USA,Purity
1,5,347,USA,Care
2,3,348,USA,Equality
3,1,349,USA,Proportionality
4,5,350,USA,Loyalty
5,5,351,USA,Authority
6,3,352,USA,Purity
7,4,353,USA,Care
8,4,354,USA,Equality
9,4,355,USA,Proportionality
10,5,356,USA,Loyalty
11,2,357,USA,Authority
12,5,358,USA,Purity
13,4,359,USA,Care
14,5,360,USA,Equality
15,5,361,USA,Proportionality
16,5,362,USA,Loyalty
17,4,363,USA,Authority
18,2,364,USA,Purity
19,3,365,USA,Care
20,5,366,USA,Equality
21,5,367,USA,Proportionality
22,2,368,USA,Loyalty
23,4,369,USA,Authority
24,3,370,USA,Purity
25,5,371,USA,Care
26,4,372,USA,Equality
27,3,373,USA,Proportionality
28,5,374,USA,Loyalty
29,5,375,USA,Authority
30,5,376,USA,Purity
31,4,377,USA,Care
32,5,378,USA,Equality
33,5,379,USA,Proportionality
34,4,380,USA,Loyalty
35,5,381,USA,Authority
36,5,382,USA,Purity
1,5,383,USA,Care
2,5,384,USA,Equality
3,5,385,USA,Proportionality
4,5,386,USA,Loyalty
5,5,387,USA,Authority
6,5,388,USA,Purity
7,5,389,USA,Care
8,5,390,USA,Equality
9,5,391,USA,Proportionality
10,5,392,USA,Loyalty
11,5,393,USA,Authority
12,5,394,USA,Purity
13,5,395,USA,Care
14,5,396,USA,Equality
15,5,397,USA,Proportionality
16,5,398,USA,Loyalty
17,5,399,USA,Authority
18,4,400,USA,Purity
19,5,401,USA,Care
20,5,402,USA,Equality
21,5,403,USA,Proportionality
22,5,404,USA,Loyalty
23,5,405,USA,Authority
24,1,406,USA,Purity
25,5,407,USA,Care
26,5,408,USA,Equality
27,5,409,USA,Proportionality
28,5,410,USA,Loyalty
29,5,411,USA,Authority
30,5,412,USA,Purity
31,5,413,USA,Care
32,5,414,USA,Equality
33,5,415,USA,Proportionality
34,5,416,USA,Loyalty
35,5,417,USA,Authority
36,5,418,USA,Purity
1,1,419,USA,Care
2,3,420,USA,Equality
3,1,421,USA,Proportionality
4,1,422,USA,Loyalty
5,1,423,USA,Authority
6,5,424,USA,Purity
7,2,425,USA,Care
8,1,426,USA,Equality
9,2,427,USA,Proportionality
10,5,428,USA,Loyalty
11,1,429,USA,Authority
12,2,430,USA,Purity
13,4,431,USA,Care
14,4,432,USA,Equality
15,3,433,USA,Proportionality
16,5,434,USA,Loyalty
17,2,435,USA,Authority
18,2,436,USA,Purity
19,2,437,USA,Care
20,3,438,USA,Equality
21,1,439,USA,Proportionality
22,3,440,USA,Loyalty
23,1,441,USA,Authority
24,2,442,USA,Purity
25,5,443,USA,Care
26,4,444,USA,Equality
27,2,445,USA,Proportionality
28,1,446,USA,Loyalty
29,1,447,USA,Authority
30,4,448,USA,Purity
31,4,449,USA,Care
32,5,450,USA,Equality
33,3,451,USA,Proportionality
34,2,452,USA,Loyalty
35,5,453,USA,Authority
36,1,454,USA,Purity
1,4,455,USA,Care
2,1,456,USA,Equality
3,4,457,USA,Proportionality
4,1,458,USA,Loyalty
5,4,459,USA,Authority
6,4,460,USA,Purity
7,4,461,USA,Care
8,1,462,USA,Equality
9,4,463,USA,Proportionality
10,1,464,USA,Loyalty
11,3,465,USA,Authority
12,3,466,USA,Purity
13,4,467,USA,Care
14,3,468,USA,Equality
15,4,469,USA,Proportionality
16,1,470,USA,Loyalty
17,4,471,USA,Authority
18,4,472,USA,Purity
19,4,473,USA,Care
20,1,474,USA,Equality
21,4,475,USA,Proportionality
22,2,476,USA,Loyalty
23,4,477,USA,Authority
24,1,478,USA,Purity
25,4,479,USA,Care
26,1,480,USA,Equality
27,4,481,USA,Proportionality
28,1,482,USA,Loyalty
29,3,483,USA,Authority
30,3,484,USA,Purity
31,4,485,USA,Care
32,3,486,USA,Equality
33,2,487,USA,Proportionality
34,4,488,USA,Loyalty
35,2,489,USA,Authority
36,1,490,USA,Purity
1,5,491,USA,Care
2,5,492,USA,Equality
3,3,493,USA,Proportionality
4,5,494,USA,Loyalty
5,5,495,USA,Authority
6,5,496,USA,Purity
7,5,497,USA,Care
8,5,498,USA,Equality
9,5,499,USA,Proportionality
10,5,500,USA,Loyalty
11,5,501,USA,Authority
12,1,502,USA,Purity
13,5,503,USA,Care
14,5,504,USA,Equality
15,5,505,USA,Proportionality
16,5,506,USA,Loyalty
17,5,507,USA,Authority
18,5,508,USA,Purity
19,5,509,USA,Care
20,1,510,USA,Equality
21,5,511,USA,Proportionality
22,5,512,USA,Loyalty
23,4,513,USA,Authority
24,5,514,USA,Purity
25,5,515,USA,Care
26,5,1,USA,Equality
27,1,2,USA,Proportionality
28,5,3,USA,Loyalty
29,5,4,USA,Authority
30,5,5,USA,Purity
31,5,6,USA,Care
32,5,7,USA,Equality
33,4,8,USA,Proportionality
34,4,9,USA,Loyalty
35,5,10,USA,Authority
36,5,11,USA,Purity
1,5,12,USA,Care
2,5,13,USA,Equality
3,5,14,USA,Proportionality
4,4,15,USA,Loyalty
5,5,16,USA,Authority
6,5,17,USA,Purity
7,4,18,USA,Care
8,4,19,USA,Equality
9,5,20,USA,Proportionality
10,5,21,USA,Loyalty
11,5,22,USA,Authority
12,2,23,USA,Purity
13,4,24,USA,Care
14,5,25,USA,Equality
15,5,26,USA,Proportionality
16,5,27,USA,Loyalty
17,5,28,USA,Authority
18,5,29,USA,Purity
19,5,30,USA,Care
20,5,31,USA,Equality
21,5,32,USA,Proportionality
22,5,33,USA,Loyalty
23,4,34,USA,Authority
24,1,35,USA,Purity
25,5,36,USA,Care
26,5,37,USA,Equality
27,3,38,USA,Proportionality
28,5,39,USA,Loyalty
29,4,40,USA,Authority
30,2,41,USA,Purity
31,5,42,USA,Care
32,5,43,USA,Equality
33,5,44,USA,Proportionality
34,5,45,USA,Loyalty
35,5,46,USA,Authority
36,1,47,USA,Purity
1,4,48,USA,Care
2,1,49,USA,Equality
3,4,50,USA,Proportionality
4,5,51,USA,Loyalty
5,4,52,USA,Authority
6,3,53,USA,Purity
7,5,54,USA,Care
8,1,55,USA,Equality
9,3,56,USA,Proportionality
10,5,57,USA,Loyalty
11,3,58,USA,Authority
12,1,59,USA,Purity
13,4,60,USA,Care
14,3,61,USA,Equality
15,4,62,USA,Proportionality
16,5,63,USA,Loyalty
17,5,64,USA,Authority
18,1,65,USA,Purity
19,5,66,USA,Care
20,1,67,USA,Equality
21,4,68,USA,Proportionality
22,5,69,USA,Loyalty
23,5,70,USA,Authority
24,1,71,USA,Purity
25,4,72,USA,Care
26,4,73,USA,Equality
27,4,74,USA,Proportionality
28,3,75,USA,Loyalty
29,5,76,USA,Authority
30,5,77,USA,Purity
31,3,78,USA,Care
32,1,79,USA,Equality
33,4,80,USA,Proportionality
34,4,81,USA,Loyalty
35,4,82,USA,Authority
36,1,83,USA,Purity
1,1,84,USA,Care
2,2,85,USA,Equality
3,2,86,USA,Proportionality
4,2,87,USA,Loyalty
5,3,88,USA,Authority
6,2,89,USA,Purity
7,2,90,USA,Care
8,2,91,USA,Equality
9,1,92,USA,Proportionality
10,3,93,USA,Loyalty
11,4,94,USA,Authority
12,2,95,USA,Purity
13,3,96,USA,Care
14,3,97,USA,Equality
15,1,98,USA,Proportionality
16,3,99,USA,Loyalty
17,5,100,USA,Authority
18,3,101,USA,Purity
19,4,102,USA,Care
20,1,103,USA,Equality
21,3,104,USA,Proportionality
22,2,105,USA,Loyalty
23,4,106,USA,Authority
24,1,107,USA,Purity
25,3,108,USA,Care
26,3,109,USA,Equality
27,1,110,USA,Proportionality
28,3,111,USA,Loyalty
29,2,112,USA,Authority
30,3,113,USA,Purity
31,5,114,USA,Care
32,3,115,USA,Equality
33,2,116,USA,Proportionality
34,2,117,USA,Loyalty
35,4,118,USA,Authority
36,3,119,USA,Purity
1,3,120,USA,Care
2,3,121,USA,Equality
3,4,122,USA,Proportionality
4,3,123,USA,Loyalty
5,2,124,USA,Authority
6,3,125,USA,Purity
7,3,126,USA,Care
8,3,127,USA,Equality
9,3,128,USA,Proportionality
10,3,129,USA,Loyalty
11,2,130,USA,Authority
12,4,131,USA,Purity
13,3,132,USA,Care
14,4,133,USA,Equality
15,2,134,USA,Proportionality
16,3,135,USA,Loyalty
17,3,136,USA,Authority
18,3,137,USA,Purity
19,3,138,USA,Care
20,2,139,USA,Equality
21,3,140,USA,Proportionality
22,3,141,USA,Loyalty
23,3,142,USA,Authority
24,2,143,USA,Purity
25,3,144,USA,Care
26,3,145,USA,Equality
27,3,146,USA,Proportionality
28,3,147,USA,Loyalty
29,3,148,USA,Authority
30,3,149,USA,Purity
31,3,150,USA,Care
32,4,151,USA,Equality
33,3,152,USA,Proportionality
34,4,153,USA,Loyalty
35,3,154,USA,Authority
36,2,155,USA,Purity
1,5,156,USA,Care
2,5,157,USA,Equality
3,5,158,USA,Proportionality
4,5,159,USA,Loyalty
5,5,160,USA,Authority
6,5,161,USA,Purity
7,4,162,USA,Care
8,4,163,USA,Equality
9,5,164,USA,Proportionality
10,5,165,USA,Loyalty
11,4,166,USA,Authority
12,5,167,USA,Purity
13,5,168,USA,Care
14,4,169,USA,Equality
15,5,170,USA,Proportionality
16,5,171,USA,Loyalty
17,5,172,USA,Authority
18,5,173,USA,Purity
19,5,174,USA,Care
20,5,175,USA,Equality
21,5,176,USA,Proportionality
22,5,177,USA,Loyalty
23,5,178,USA,Authority
24,4,179,USA,Purity
25,5,180,USA,Care
26,5,181,USA,Equality
27,5,182,USA,Proportionality
28,5,183,USA,Loyalty
29,4,184,USA,Authority
30,5,185,USA,Purity
31,5,186,USA,Care
32,4,187,USA,Equality
33,5,188,USA,Proportionality
34,5,189,USA,Loyalty
35,5,190,USA,Authority
36,5,191,USA,Purity
1,3,192,USA,Care
2,4,193,USA,Equality
3,3,194,USA,Proportionality
4,5,195,USA,Loyalty
5,4,196,USA,Authority
6,4,197,USA,Purity
7,5,198,USA,Care
8,4,199,USA,Equality
9,3,200,USA,Proportionality
10,4,201,USA,Loyalty
11,4,202,USA,Authority
12,4,203,USA,Purity
13,5,204,USA,Care
14,5,205,USA,Equality
15,3,206,USA,Proportionality
16,4,207,USA,Loyalty
17,3,208,USA,Authority
18,4,209,USA,Purity
19,3,210,USA,Care
20,4,211,USA,Equality
21,4,212,USA,Proportionality
22,4,213,USA,Loyalty
23,5,214,USA,Authority
24,4,215,USA,Purity
25,5,216,USA,Care
26,4,217,USA,Equality
27,3,218,USA,Proportionality
28,4,219,USA,Loyalty
29,3,220,USA,Authority
30,4,221,USA,Purity
31,5,222,USA,Care
32,5,223,USA,Equality
33,3,224,USA,Proportionality
34,4,225,USA,Loyalty
35,5,226,USA,Authority
36,5,227,USA,Purity
1,3,228,USA,Care
2,3,229,USA,Equality
3,3,230,USA,Proportionality
4,4,231,USA,Loyalty
5,3,232,USA,Authority
6,4,233,USA,Purity
7,4,234,USA,Care
8,2,235,USA,Equality
9,3,236,USA,Proportionality
10,4,237,USA,Loyalty
11,4,238,USA,Authority
12,4,239,USA,Purity
13,3,240,USA,Care
14,3,241,USA,Equality
15,4,242,USA,Proportionality
16,3,243,USA,Loyalty
17,2,244,USA,Authority
18,2,245,USA,Purity
19,3,246,USA,Care
20,4,247,USA,Equality
21,4,248,USA,Proportionality
22,4,249,USA,Loyalty
23,2,250,USA,Authority
24,3,251,USA,Purity
25,4,252,USA,Care
26,3,253,USA,Equality
27,3,254,USA,Proportionality
28,2,255,USA,Loyalty
29,2,256,USA,Authority
30,4,257,USA,Purity
31,3,258,USA,Care
32,3,259,USA,Equality
33,2,260,USA,Proportionality
34,4,261,USA,Loyalty
35,2,262,USA,Authority
36,3,263,USA,Purity
1,4,264,USA,Care
2,5,265,USA,Equality
3,5,266,USA,Proportionality
4,5,267,USA,Loyalty
5,4,268,USA,Authority
6,5,269,USA,Purity
7,4,270,USA,Care
8,5,271,USA,Equality
9,5,272,USA,Proportionality
10,4,273,USA,Loyalty
11,5,274,USA,Authority
12,5,275,USA,Purity
13,4,276,USA,Care
14,4,277,USA,Equality
15,4,278,USA,Proportionality
16,5,279,USA,Loyalty
17,5,280,USA,Authority
18,5,281,USA,Purity
19,5,282,USA,Care
20,4,283,USA,Equality
21,4,284,USA,Proportionality
22,5,285,USA,Loyalty
23,4,286,USA,Authority
24,5,287,USA,Purity
25,5,288,USA,Care
26,4,289,USA,Equality
27,4,290,USA,Proportionality
28,4,291,USA,Loyalty
29,4,292,USA,Authority
30,5,293,USA,Purity
31,5,294,USA,Care
32,4,295,USA,Equality
33,5,296,USA,Proportionality
34,4,297,USA,Loyalty
35,5,298,USA,Authority
36,5,299,USA,Purity
1,5,300,USA,Care
2,3,301,USA,Equality
3,4,302,USA,Proportionality
4,5,303,USA,Loyalty
5,5,304,USA,Authority
6,5,305,USA,Purity
7,5,306,USA,Care
8,2,307,USA,Equality
9,5,308,USA,Proportionality
10,5,309,USA,Loyalty
11,4,310,USA,Authority
12,5,311,USA,Purity
13,5,312,USA,Care
14,4,313,USA,Equality
15,4,314,USA,Proportionality
16,5,315,USA,Loyalty
17,5,316,USA,Authority
18,4,317,USA,Purity
19,5,318,USA,Care
20,5,319,USA,Equality
21,5,320,USA,Proportionality
22,5,321,USA,Loyalty
23,5,322,USA,Authority
24,5,323,USA,Purity
25,5,324,USA,Care
26,2,325,USA,Equality
27,5,326,USA,Proportionality
28,5,327,USA,Loyalty
29,5,328,USA,Authority
30,4,329,USA,Purity
31,5,330,USA,Care
32,2,331,USA,Equality
33,2,332,USA,Proportionality
34,5,333,USA,Loyalty
35,5,334,USA,Authority
36,3,335,USA,Purity
1,5,336,USA,Care
2,5,337,USA,Equality
3,5,338,USA,Proportionality
4,5,339,USA,Loyalty
5,5,340,USA,Authority
6,5,341,USA,Purity
7,4,342,USA,Care
8,5,343,USA,Equality
9,4,344,USA,Proportionality
10,5,345,USA,Loyalty
11,5,346,USA,Authority
12,5,347,USA,Purity
13,4,348,USA,Care
14,5,349,USA,Equality
15,5,350,USA,Proportionality
16,5,351,USA,Loyalty
17,5,352,USA,Authority
18,5,353,USA,Purity
19,5,354,USA,Care
20,5,355,USA,Equality
21,5,356,USA,Proportionality
22,5,357,USA,Loyalty
23,5,358,USA,Authority
24,5,359,USA,Purity
25,5,360,USA,Care
26,5,361,USA,Equality
27,5,362,USA,Proportionality
28,5,363,USA,Loyalty
29,4,364,USA,Authority
30,5,365,USA,Purity
31,5,366,USA,Care
32,5,367,USA,Equality
33,4,368,USA,Proportionality
34,5,369,USA,Loyalty
35,5,370,USA,Authority
36,5,371,USA,Purity
1,5,372,USA,Care
2,4,373,USA,Equality
3,5,374,USA,Proportionality
4,5,375,USA,Loyalty
5,5,376,USA,Authority
6,5,377,USA,Purity
7,5,378,USA,Care
8,4,379,USA,Equality
9,4,380,USA,Proportionality
10,5,381,USA,Loyalty
11,5,382,USA,Authority
12,5,383,USA,Purity
13,5,384,USA,Care
14,5,385,USA,Equality
15,5,386,USA,Proportionality
16,5,387,USA,Loyalty
17,5,388,USA,Authority
18,5,389,USA,Purity
19,4,390,USA,Care
20,5,391,USA,Equality
21,5,392,USA,Proportionality
22,5,393,USA,Loyalty
23,5,394,USA,Authority
24,5,395,USA,Purity
25,5,396,USA,Care
26,5,397,USA,Equality
27,5,398,USA,Proportionality
28,5,399,USA,Loyalty
29,5,400,USA,Authority
30,5,401,USA,Purity
31,5,402,USA,Care
32,1,403,USA,Equality
33,5,404,USA,Proportionality
34,5,405,USA,Loyalty
35,5,406,USA,Authority
36,5,407,USA,Purity
1,5,408,USA,Care
2,3,409,USA,Equality
3,2,410,USA,Proportionality
4,5,411,USA,Loyalty
5,5,412,USA,Authority
6,5,413,USA,Purity
7,5,414,USA,Care
8,5,415,USA,Equality
9,3,416,USA,Proportionality
10,5,417,USA,Loyalty
11,5,418,USA,Authority
12,4,419,USA,Purity
13,5,420,USA,Care
14,3,421,USA,Equality
15,5,422,USA,Proportionality
16,5,423,USA,Loyalty
17,5,424,USA,Authority
18,5,425,USA,Purity
19,5,426,USA,Care
20,1,427,USA,Equality
21,5,428,USA,Proportionality
22,5,429,USA,Loyalty
23,5,430,USA,Authority
24,5,431,USA,Purity
25,5,432,USA,Care
26,4,433,USA,Equality
27,3,434,USA,Proportionality
28,5,435,USA,Loyalty
29,5,436,USA,Authority
30,5,437,USA,Purity
31,5,438,USA,Care
32,2,439,USA,Equality
33,5,440,USA,Proportionality
34,5,441,USA,Loyalty
35,5,442,USA,Authority
36,5,443,USA,Purity
1,5,444,USA,Care
2,1,445,USA,Equality
3,5,446,USA,Proportionality
4,5,447,USA,Loyalty
5,5,448,USA,Authority
6,5,449,USA,Purity
7,5,450,USA,Care
8,1,451,USA,Equality
9,5,452,USA,Proportionality
10,5,453,USA,Loyalty
11,5,454,USA,Authority
12,5,455,USA,Purity
13,5,456,USA,Care
14,4,457,USA,Equality
15,5,458,USA,Proportionality
16,5,459,USA,Loyalty
17,5,460,USA,Authority
18,5,461,USA,Purity
19,5,462,USA,Care
20,1,463,USA,Equality
21,5,464,USA,Proportionality
22,5,465,USA,Loyalty
23,5,466,USA,Authority
24,5,467,USA,Purity
25,5,468,USA,Care
26,1,469,USA,Equality
27,5,470,USA,Proportionality
28,5,471,USA,Loyalty
29,5,472,USA,Authority
30,5,473,USA,Purity
31,5,474,USA,Care
32,1,475,USA,Equality
33,5,476,USA,Proportionality
34,5,477,USA,Loyalty
35,5,478,USA,Authority
36,5,479,USA,Purity
1,5,480,USA,Care
2,2,481,USA,Equality
3,5,482,USA,Proportionality
4,4,483,USA,Loyalty
5,5,484,USA,Authority
6,1,485,USA,Purity
7,5,486,USA,Care
8,3,487,USA,Equality
9,5,488,USA,Proportionality
10,5,489,USA,Loyalty
11,5,490,USA,Authority
12,5,491,USA,Purity
13,3,492,USA,Care
14,5,493,USA,Equality
15,5,494,USA,Proportionality
16,5,495,USA,Loyalty
17,5,496,USA,Authority
18,1,497,USA,Purity
